route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
OCE484866,OCESN,"","Cars Clermont / Le Puy",,3,,,
OCE629078,OCESN,"","Car SARREGUEMINES - BENING",,3,,,
OCE616,OCESN,"","Rouen R.D. / Caen",,2,,,
OCESN-87144006-87185249,OCESN,"","Epinal - Lure",,3,,,
OCE1782119,OCESN,"","Sarre Union - Diemeringen - Sarralbe",,3,,,
OCE1197976,OCESN,"","Toulouse-Hendaye",,2,,,
OCESN-87214247-87214056,OCESN,"","Barr - Sélestat",,3,,,
OCE1650129,OCESN,"","La Rochelle-Saintes",,2,,,
OCE517,OCESN,"","Rouen Serqueux (Gisors) Amiens Lille (Le Tréport)",,2,,,
OCESN-87545756-87571000,OCESN,"","Châteaudun - Tours",,2,,,
OCESN-87641415-87641001,OCESN,"","Commentry - Montluçon-Ville",,2,,,
OCE1650157,OCESN,"","Bayonne-Pau-Tarbes",,2,,,
OCE156701,OCESN,"","Cars Roanne - Lyon",,3,,,
OCE160703,OCESN,"","Cars Ambérieu - Bourg-en-Bresse",,3,,,
OCE616988,OCESN,"","Cars Réguliers Ingwiller - Wimmenau - Lichtenberg",,3,,,
OCE331,OCESN,"","Sarreguemines-Béning -Metz",,2,,,
OCE1650159,OCESN,"","Pau-Bedous",,2,,,
OCE817860,OCESN,"","Droué-Courtalain-Chartres CAR",,3,,,
OCESN-87172007-87172130,OCESN,"","Charleville-Mézières - Givet",,2,,,
OCESN-87583005-87491803,OCESN,"","Angoulême - Royan",,2,,,
OCE1650127,OCESN,"","Royan-Angoulême",,2,,,
OCE637148,OCESN,"","Car BUSSANG - REMIREMONT",,3,,,
OCESN-87192666-87191114,OCESN,"","Conflans-Jarny - Hagondange",,2,,,
OCE140645,OCESN,"","Cars Chambéry - Annecy - Evians",,3,,,
OCE317,OCESN,"","NICE/TENDE",,2,,,
OCESN-87545756-87545707,OCESN,"","Châteaudun - Voves",,2,,,
OCE1341991,OCESN,"","Tours-Vendôme-Châteaudun-Paris Austerlitz",,2,,,
OCE817854,OCESN,"","Loches - Chateauroux CAR",,3,,,
OCESN-87335521-87697128,OCESN,"","Grenoble-Gare-Routière - Lyon-Part-Dieu-Gare-Rou",,3,,,
OCE160697,OCESN,"","Cars Lyon - Grenoble",,3,,,
OCE1113941,OCESN,"","Besançon - Morteau - La Chaux de Fonds",,2,,,
OCE1650122,OCESN,"","Poitiers-Chatellerault",,2,,,
OCE1474034,OCESN,"","[AM19C] PARIS - PERSAN - BEAUVAIS / CAR",,3,,,
OCESN-87481002-87486571,OCESN,"","Nantes - St-Gilles-Croix-de-Vie",,2,,,
OCEFR=Line==7EF9EA42-DEB3-4717-ABDF-2E1B8BC66BFA=,OCESN,"","EVIAN - COPPET",,2,,,
OCESN-87182642-87182568,OCESN,"","Kruth - Thann",,2,,,
OCE616987,OCESN,"","Cars Réguliers Mulhouse - Kruth",,3,,,
OCESN-87387001-87444315,OCESN,"","Evreux - Normandie - Serquigny",,2,,,
OCE1526128,OCESN,"","Paris Caen",,2,,,
OCESN-87541797-87751420,OCESN,"","Aix-Gare-Routière - Gardanne",,3,,,
OCE1650150,OCESN,"","Périgueux-Agen/Sarlat",,2,,,
OCESN-87641001-87576009,OCESN,"","Montluçon-Ville - Vierzon",,2,,,
OCESN-87645002-87613091,OCESN,"","Aurillac - Figeac",,3,,,
OCE725913,OCESN,"","Paris Bercy - Auxerre - Morvan",,2,,,
OCE616984,OCESN,"","Cars Réguliers Colmar - Munster - Metzeral",,3,,,
OCE1826120,OCESN,"","BUS TER TROYES ROMILLY",,3,,,
OCESN-87611483-87611004,OCESN,"","Latour-de-Carol-Enveitg - Toulouse-Matabiau",,3,,,
OCE1598106,OCESN,"","Cars TER Bellegarde - Annecy",,3,,,
OCE464859,OCESN,"","Cars Réguliers Mommenheim-Bouxwiller",,3,,,
OCESN-87576207-87641001,OCESN,"","Bourges - Montluçon-Ville",,2,,,
OCE637179,OCESN,"","Car EPINAL-MIRECOURT-CONTREX-NEUFCHATEAU",,3,,,
OCE1469999,OCESN,"","Car CULMONT CHALINDREY-VITTEL",,3,,,
OCE1786121,OCESN,"","Ussel-Bort les Orgues",,3,,,
OCESN-87182642-87182881,OCESN,"","Kruth - Thann-Saint-Jacques",,2,,,
OCE1630113,OCESN,"","CAR-Rang du Fliers-Calais",,3,,,
OCE252843,OCESN,"","Cars Grenoble - Valence",,3,,,
OCE468861,OCESN,"","Cars Réguliers Saverne-Hattmatt",,3,,,
OCE556927,OCESN,"","Cars Vichy / Ambert",,3,,,
OCE596931,OCESN,"","Cars Réguliers Haguenau-Obermodern-Saverne",,3,,,
OCESN-87192666-87192039,OCESN,"","Conflans-Jarny - Metz-Ville",,2,,,
OCE140641,OCESN,"","Cars Grenoble - Annonay",,3,,,
OCE420859,OCESN,"","Cars Clermont Fd / Ussel / Mauriac",,3,,,
OCE725906,OCESN,"","Nevers - Paray - Lyon (Multi-Activités)",,2,,,
OCE1650130,OCESN,"","La Rochelle-Rochefort",,2,,,
OCE384862,OCESN,"","Clermont Fd / Nimes (ligne 4)",,2,,,
OCESN-87571471-87571000,OCESN,"","Loches - Tours",,3,,,
OCE817853,OCESN,"","Tours - Loches CAR",,3,,,
OCE1518126,OCESN,"","BUS TER CHALONS EN CHAMPAGNE - VERDUN",,3,,,
OCESN-87746859-87746867,OCESN,"","Argentière (Hte-Savoie) - Montroc-le-Planet",,3,,,
OCE761845,OCESN,"","IC Eco Paris-Nantes",,2,,,
OCE1450007,OCESN,"","POITIERS - TOURS",,2,,,
OCE140656,OCESN,"","ligne routière Mende Clermont Ferrand",,3,,,
OCE164703,OCESN,"","Cars Lyon - Bourg-en-Bresse (via Villars)",,3,,,
OCESN-87194001-87141002,OCESN,"","Longwy - Nancy-Ville",,2,,,
OCE324,OCESN,"","Luxembourg-Longwy-Nancy",,2,,,
OCESN-87734004-87641001,OCESN,"","Clermont-Ferrand - Montluçon-Ville",,2,,,
OCESN-87743716-87696013,OCESN,"","Ambérieu-en-Bugey - Bourg-en-Bresse Gare R",,3,,,
OCE355,OCESN,"","Reims-Bar Le Duc-Nancy",,2,,,
OCE456859,OCESN,"","Cars Bort Les Orgues / Neussargues",,3,,,
OCE725930,OCESN,"","Nevers - Moulins",,3,,,
OCE140646,OCESN,"","Cars Lyon - Oyonnax - St-Claude - Morez",,3,,,
OCESN-87213058-87213256,OCESN,"","Haguenau - Niederbronn",,3,,,
OCESN-87345009-87343004,OCESN,"","Douai - Valenciennes",,3,,,
OCESN-87660910-87214320,OCESN,"","Obernai-Passage-Niveau. - Rosheim",,3,,,
OCE1113943,OCESN,"","Belfort / Vesoul - Belfort / Epinal",,2,,,
OCE1381993,OCESN,"","Bus Région Rouen Pont Audemer",,3,,,
OCESN-87545756-87574558,OCESN,"","Châteaudun - Vendôme",,3,,,
OCE685635,OCESN,"","IV Marseille - Nice - Menton - Vintimille",,2,,,
OCE144650,OCESN,"","ligne routière Béziers Bédarieux",,3,,,
OCESN-87581009-87491209,OCESN,"","Bordeaux-St-Jean - St-Mariens-St-Yzan",,2,,,
OCE1650137,OCESN,"","Limoges-Gueret-Montluçon",,2,,,
OCESN-87571000-87574558,OCESN,"","Tours - Vendôme",,3,,,
OCE817876,OCESN,"","Romorantin - Vierzon CAR",,3,,,
OCE540928,OCESN,"","Cars Montluçon / Gannat / Clermont Fd",,3,,,
OCESN-87571802-87571000,OCESN,"","La Chapelle-sur-Loire - Tours",,3,,,
OCESN-87571422-87571000,OCESN,"","Esvres - Tours",,3,,,
OCESN-87571455-87571000,OCESN,"","Reignac - Tours",,2,,,
OCESN-87571430-87571000,OCESN,"","Cormery - Tours",,3,,,
OCESN-87576322-87576009,OCESN,"","St-Amand-Montrond-Orval - Vierzon",,3,,,
OCESN-87545137-87543009,OCESN,"","Etampes - Orléans",,3,,,
OCE817865,OCESN,"","Eguzon - Argenton - Châteauroux CAR",,3,,,
OCESN-87571653-87571000,OCESN,"","Rivarennes - Tours",,3,,,
OCE817858,OCESN,"","Vierzon - Issoudun CAR",,3,,,
OCESN-87576876-87576215,OCESN,"","Gièvres - Valençay",,3,,,
OCE669661,OCESN,"","Nantes - Luçon - La Rochelle",,2,,,
OCE180694,OCESN,"","Bus 4726 4724 1240 4723 4727 1260 4728 Toulouse -LNN SSTL- Luchon Pau",,3,,,
OCESN-87484006-87487603,OCESN,"","Angers-St-Laud - Saumur",,2,,,
OCE817857,OCESN,"","Bourges - St Amand CAR",,3,,,
OCE817873,OCESN,"","Salbris - Valençay",,3,,,
OCE817875,OCESN,"","Valençay - Luçay le Male CAR",,3,,,
OCE817870,OCESN,"","Bourges - Issoudun - Châteauroux CAR",,3,,,
OCE817850,OCESN,"","Tours - Chinon CAR",,3,,,
OCE817866,OCESN,"","Châteauroux - Le Blanc - Poitiers CAR",,3,,,
OCE817848,OCESN,"","Les Aubrais - Blois - Tours CAR",,3,,,
OCE817851,OCESN,"","Tours - Chateau du Loir CAR",,3,,,
OCESN-87485300-87491001,OCESN,"","Niort - Saintes",,2,,,
OCE817862,OCESN,"","Nouan - Lamotte - Romorantin CAR",,3,,,
OCE817861,OCESN,"","Dourdan - Chateaudun CAR",,3,,,
OCESN-87746701-87746479,OCESN,"","Chedde - St-Gervais-L-B-Le-Fayet",,3,,,
OCE817872,OCESN,"","Chateau Renault - Vendome CAR",,3,,,
OCE817863,OCESN,"","Thésée - St Aignan - Romorantin CAR",,3,,,
OCE817849,OCESN,"","Blois - Limeray CAR",,3,,,
OCE817868,OCESN,"","Sancerre - Cosne CAR",,3,,,
OCE941884,OCESN,"","Cars Valence - Die",,3,,,
OCE701666,OCESN,"","BUS TER CHALONS-LANGRES",,3,,,
OCE817859,OCESN,"","Montargis - Gien CAR",,3,,,
OCE637163,OCESN,"","Car METZ - CJ - HAGONDANGE - VERDUN",,3,,,
OCE360,OCESN,"","Reims-Bar Le Duc-Metz",,2,,,
OCE156704,OCESN,"","Cars Clermont-Fd - Montbrison - St-Etienne",,3,,,
OCE180692,OCESN,"","Bus 4737 (TE) Souillac (BLG) (RDZ) St Denis Près Martel (BLG)",,3,,,
OCESN-87611343-87611004,OCESN,"","Pamiers - Toulouse-Matabiau",,3,,,
OCESN-87781005-87783241,OCESN,"","Béziers - St-Chély-d'Apcher",,3,,,
OCE528888,OCESN,"","Cars Réguliers Sélestat - Ribeauvillé - (Riquewihr)",,3,,,
OCE701668,OCESN,"","BUS TER TROYES - LAROCHES-MIGENNES",,3,,,
OCE160691,OCESN,"","Cars Aix Chambéry - Modane",,3,,,
OCE532896,OCESN,"","Cars Ambert / Le Puy",,3,,,
OCE645731,OCESN,"","" 	Toulouse / Figeac "",,2,,,
OCESN-87701789-87444067,OCESN,"","Arromanches-les-Bains - Bayeux",,3,,,
OCE4624,OCESN,"","Rodez / Millau / Tournemire-Roquefort",,3,,,
OCE180689,OCESN,"","Bus 4710 4707 (Brive) Gramat Figeac Rodez",,3,,,
OCE180698,OCESN,"","Bus 4712 Toulouse Mazamet",,3,,,
OCE180697,OCESN,"","Bus 4713 (TE) Castelsarrasin Agen",,3,,,
OCE252844,OCESN,"","Cars Grenoble - Chambery",,3,,,
OCE1650156,OCESN,"","Bordeaux-Pau-Tarbes",,2,,,
OCESN-87172007-87172023,OCESN,"","Charleville-Mézières - Nouzonville",,3,,,
OCE625078,OCESN,"","Car SARREBOURG-IGNEY AVRICOURT-LUNEVILLE",,3,,,
OCESN-87214247-87214577,OCESN,"","Barr - Molsheim",,3,,,
OCESN-87213058-87213470,OCESN,"","Haguenau - Wissembourg",,3,,,
OCESN-87182642-87182618,OCESN,"","Kruth - Wesserling",,3,,,
OCE600931,OCESN,"","Cars Réguliers Strasbourg - Saverne",,3,,,
OCESN-87212340-87212027,OCESN,"","Herrlisheim (Bas-Rhin) - Strasbourg",,3,,,
OCE777848,OCESN,"","Cars Travaux Strasbourg - Sélestat via Molsheim",,3,,,
OCE616990,OCESN,"","Cars Réguliers Strasbourg - Rothau - Saales",,3,,,
OCE829898,OCESN,"","Cars Réguliers Saverne - Lutzelbourg",,3,,,
OCE600930,OCESN,"","Cars Réguliers Strasbourg -Haguenau",,3,,,
OCE616986,OCESN,"","Cars Réguliers Mulhouse - St Louis - Bâle",,3,,,
OCE600932,OCESN,"","Cars Réguliers Strasbourg-Lauterbourg",,3,,,
OCE637174,OCESN,"","Car CREUTZWALD - THIONVILLE",,3,,,
OCESN-87212464-87212407,OCESN,"","Lauterbourg - Roeschwoog",,3,,,
OCE600928,OCESN,"","Cars Réguliers Haguenau - Wissembourg",,3,,,
OCE596933,OCESN,"","Cars Réguliers Mulhouse-Belfort",,3,,,
OCE532920,OCESN,"","Montluçon - Guéret",,3,,,
OCESN-87718007-87718619,OCESN,"","Besançon-Viotte - Morteau",,2,,,
OCE476859,OCESN,"","Cars Réguliers Strasbourg-Sélestat via Erstein",,3,,,
OCE468860,OCESN,"","Cars Réguliers Frohmuhl-Saverne",,3,,,
OCE637144,OCESN,"","Car METZ - VERDUN",,3,,,
OCE1798141,OCESN,"","Cars Réguliers Mulhouse-Mullheim",,3,,,
OCE472859,OCESN,"","Cars Réguliers Sewen-Cernay",,3,,,
OCESN-87781005-87783001,OCESN,"","Béziers - Millau",,3,,,
OCE1337994,OCESN,"","Besançon- Mouchard- Lons Le Saunier",,3,,,
OCE1197974,OCESN,"","Nantes-Lyon",,2,,,
OCESN-87773002-87783241,OCESN,"","Montpellier-Saint-Roch - St-Chély-d'Apcher",,3,,,
OCE621078,OCESN,"","Car THIONVILLE - APACH",,3,,,
OCE1469996,OCESN,"","Car CHARMES-MIRECOURT-VITTEL",,3,,,
OCE168688,OCESN,"","Cars Lyon St-Paul - Sain Bel",,3,,,
OCE697634,OCESN,"","Cars Lyon - St Etienne",,3,,,
OCE1121942,OCESN,"","Pontarlier - Frasne",,3,,,
OCE1650139,OCESN,"","Limoges-Ussel",,2,,,
OCESN-87491001-87491209,OCESN,"","Saintes - St-Mariens-St-Yzan",,3,,,
OCE1734118,OCESN,"","Car VITTEL-CONTREX-NANCY",,3,,,
OCESN-87747626-87335521,OCESN,"","Clelles-Mens - Grenoble-Gare-Routière",,3,,,
OCEFR=Line==C5996E08-5B80-4EA7-8BD5-268DCBA77858=,OCESN,"","BELLEGARDE - GENEVE",,2,,,
OCE725919,OCESN,"","Dijon - Bourg en Bresse (Multi-Activités)",,2,,,
OCE1634112,OCESN,"","Cars Grenoble - Gap - Briançon",,3,,,
OCESN-87214726-87144014,OCESN,"","Rothau - St-Dié-des-Vosges",,2,,,
OCE140644,OCESN,"","Cars Chambéry - Chamonix",,3,,,
OCESN-87444067-87701797,OCESN,"","Bayeux - Colleville-sur-Mer",,3,,,
OCESN-87576207-87576322,OCESN,"","Bourges - St-Amand-Montrond-Orval",,2,,,
OCESN-87763003-87335521,OCESN,"","Gap - Grenoble-Gare-Routière",,3,,,
OCESN-87321992-87478263,OCESN,"","Le Mont St Michel - Pontorson-Mt-St-Michel",,3,,,
OCE424860,OCESN,"","Cars St Gervais / St Eloy / Montluçon",,3,,,
OCESN-87447110-87447219,OCESN,"","Coutances - Lison",,3,,,
OCE372847,OCESN,"","Autocars L'Aigle / Surdon / Alençon",,3,,,
OCE701665,OCESN,"","BUS TER SEDAN-LA FERTE SUR CHIERS",,3,,,
OCEFR=Line==E937D19D-BA51-4EC8-9C8E-6B20FD5D6FF3=,OCESN,"","ST-GERVAIS - COPPET",,2,,,
OCE140640,OCESN,"","Cars Lyon - Chamonix",,3,,,
OCE1798150,OCESN,"","CAR-Lille-Comines",,3,,,
OCESN-87734475-87734426,OCESN,"","Thiers - Vertaizon",,3,,,
OCESN-87781609-87783001,OCESN,"","Bédarieux - Millau",,3,,,
OCE140659,OCESN,"","ligne routière Mende Marvejols St chély",,3,,,
OCE140661,OCESN,"","ligne routière Mende Le Puy",,3,,,
OCE1530067,OCESN,"","Langogne La Bastide Mende",,3,,,
OCESN-87193714-87212225,OCESN,"","Sarralbe - Saverne",,3,,,
OCESN-87406991-87212225,OCESN,"","Sarralbe Centre - Saverne",,3,,,
OCESN-87192039-87192237,OCESN,"","Metz-Ville - Rémilly",,3,,,
OCE140643,OCESN,"","Cars Bourg-St-Maurice - Grenoble",,3,,,
OCESN-87783001-87783241,OCESN,"","Millau - St-Chély-d'Apcher",,2,,,
OCE725916,OCESN,"","Auxerre - Avallon",,3,,,
OCE1618110,OCESN,"","Cars Chambery - Aix-Les-Bains - Annecy",,3,,,
OCESN-87193250-80253914,OCESN,"","Bening - Saarbrücken /Sarrebruck",,3,,,
OCESN-87193250-87193003,OCESN,"","Bening - Forbach",,3,,,
OCESN-87175042-87171553,OCESN,"","Bar-le-Duc - Epernay",,3,,,
OCE725918,OCESN,"","Seurre - Bourg-en-Bresse",,3,,,
OCE1866126,OCESN,"","CAR PagnyMoselle ConflansJarny",,3,,,
OCE1630126,OCESN,"","CAR-Jeumont-Aulnoye-Busigny-St Quentin",,3,,,
OCE1814120,OCESN,"","CAR Charmes Epinal",,3,,,
OCE1814121,OCESN,"","CAR Bar Le Duc - Revigny",,3,,,
OCE540929,OCESN,"","Cars Montluçon / Vierzon",,3,,,
OCESN-87491449-87491803,OCESN,"","Cognac - Royan",,3,,,
OCE1630119,OCESN,"","CAR-Arras-Hazebrouck-Dunkerque-Calais",,3,,,
OCESN-87583005-87491001,OCESN,"","Angoulême - Saintes",,2,,,
OCE637138,OCESN,"","Car LUTZELBOURG - SARREBOURG",,3,,,
OCE637164,OCESN,"","Car NANCY - NEUFCHATEAU",,3,,,
OCE1337995,OCESN,"","Dole- Mouchard- Saint Claude",,3,,,
OCESN-87317263-87286302,OCESN,"","Calais Ville - Hazebrouck",,3,,,
OCE1522080,OCESN,"","BUS TER-CHARLEVILLE-HIRSON",,3,,,
OCE637111,OCESN,"","Car NANCY - METZ",,3,,,
OCE625077,OCESN,"","Car REMILLY - MORHANGE",,3,,,
OCESN-87295600-87295063,OCESN,"","Aulnoye Aymeries - Hirson",,2,,,
OCESN-87172007-87172171,OCESN,"","Charleville-Mézières - Poix-Terron",,3,,,
OCE288845,OCESN,"","Verdun-Nancy",,2,,,
OCESN-87581009-87491001,OCESN,"","Bordeaux-St-Jean - Saintes",,3,,,
OCE701667,OCESN,"","BUS TER TROYES - CHAUMONT",,3,,,
OCE1337993,OCESN,"","Besançon-Le Locle",,3,,,
OCE428859,OCESN,"","Cars Volvic / St Gervais",,3,,,
